Tweet_ID,Mentions
1242240402213797894,@PoliticusSarah
1242240402306084864,@edywfernandez
1242240402326945792,@ElenoBoa
1242240402335424515,@JavierChirinos
1242240402348019713,@aprilaser
1242240402364694529,@anniebellet
1242240402419318784,@Steinhoefel
1242240402431848451,@AnaPaulaVolei
1242240402431893504,@techinsider
1242240402436087809,@charliekirk11
1242240402436087809,@sfpelosi
1242240402457079809,@MarcioRSilva
1242240402465288192,@MillennialMD
1242240402478043139,@johnpavlovitz
1242240402478043139,@realDonaldTrump
1242240402503204865,@elijahdaniels
1242240402511597570,@JustinTrudeau
1242240402519973889,@UPLaRadio
1242240402519973889,@UPLaRadio
1242240402519986177,@hmtreasury
1242240402519986177,@KateWilliamsme
1242240402519986177,@RishiSunak
1242240402523967488,@FullFrontalSamB
1242240402553360386,@realDonaldTrump
1242240402570334213,@DashawnJ
1242240402603880450,@RuthDavidsonMSP
1242240402612088833,@FRANCE2
1242240402612088833,@KellieTranter
1242240402633211906,@anfigueroa1993
1242240402633211906,@NicolasMaduro
1242240402670968839,@katelewisx
1242240402683543558,@EdnaK
1242240402683543558,@KevINthe406
1242240402683543558,@SenJoniErnst
1242240402687746049,@PauDybalaJR
1242240402695925760,@secratme
1242240402746413058,@dhillanratchet
1242240402763046912,@JoyAnnReid
1242240402775777282,@BillMaxwell
1242240402809163777,@kaptenAmercia
1242240402813521920,@MagdalenaM21
1242240402821804032,@DrTedros
1242240402821804032,@KaoruNemoto
1242240402821804032,@WHO
1242240402830307328,@RealJamesWoods
1242240402830307328,@RealJamesWoods
1242240402863906816,@casadelascarcas
1242240402872205314,@ElCiudadano
1242240402872205322,@MattOswaltVA
1242240402939244545,@moounicorn1991
1242240403774091270,@Ismailyilddiz
1242240403795050496,@DrDenaGrayson
1242240403795050496,@DrDenaGrayson
1242240403799236609,@AgeUKLS
1242240403799236609,@LewishamCouncil
1242240403799236609,@lewishamlocal
1242240403799236609,@VSLUK
1242240403815923714,@HospitalDelfos
1242240403815923714,@portdebarcelona
1242240403816042504,@scottsantens
1242240403832803335,@peterpobjecky
1242240403841208321,@CheriJacobus
1242240403841208321,@joebiden
1242240403857956871,@ProudResister
1242240403866292225,@joshtpm
1242240403887263745,@ibogost
1242240403899727872,@elijahdaniel
1242240403912327168,@mytheorem
1242240403916587014,@wandavazquezg
1242240403937488896,@billboard
1242240403937488896,@BTStwt
1242240403966918657,@USAinKSA
1242240403966959618,@AndyBurnhamGM
1242240404013174785,@sunraysunray
1242240404017176576,@fatihterim
1242240404038221826,@MeanwhileinCana
1242240404038324234,@yaracuyaldia
1242240404038324234,@yaracuyaldia
1242240404038324234,@yaracuyaldia
1242240404050915330,@GregoryHardinII
1242240404063285249,@VarialsPA
1242240404063477760,@CBedfordDC
1242240404063477760,@tedcruz
1242240404071669760,@CountyofLA
1242240404076007424,@EnglandGolf
1242240404088655874,@RobertRRivera
1242240404096987136,@PrisonPlanet
1242240404097032201,@DailyCaller
1242240404097032201,@tedcruz
1242240404109561857,@chukosad
1242240404113637376,@proxcee
1242240404151398401,@LisaMei62
1242240404151398401,@M2Madness
1242240404159782912,@SenSanders
1242240404159782912,@SpeakerPelosi
1242240404159954946,@charliekirk11
1242240404159954946,@sfpelosi
1242240404176670727,@AndFreedoms
1242240404176715776,@MatPatGT
1242240404226859009,@SputnikInt
1242240404226859009,@SputnikInt
1242240404231196674,@benshapiro
1242240404239659009,@plaroch
1242240404239659009,@plaroch
1242240404281573378,@Hannahhfox15
1242240404294119426,@JoeNBC
1242240404298371084,@maxmacieldf
1242240404302581761,@littledeekay
1242240404323307520,@charliekirk11
1242240404323307520,@sfpelosi
1242240407989338112,@Rcomfort94
1242240408001880066,@KyleKulinski
1242240408043708418,@ClaireRChen
1242240408056446976,@KatiePavlich
1242240408060485632,@DrBeniRusani
1242240408073015297,@grgisthewerd
1242240408102584322,@ActualidadRT
1242240408157130755,@ChicShion
1242240408169656321,@Santula
1242240408173903873,@jxeker
1242240408182239234,@agoodfireburns
1242240408182239234,@peoptog
1242240408236638209,@IanSams
1242240408253587458,@CARLOSATOLOSA
1242240408253587458,@elpopularpe
1242240408253587458,@fermedinanews
1242240408253587458,@CARLOSATOLOSA
1242240408253587458,@elpopularpe
1242240408253587458,@fermedinanews
1242240408303927297,@DonFavs
1242240408303939584,@andcwt
1242240408328912896,@AllSioux
1242240408345706496,@detikcom
1242240408354205696,@JustinTrudeau
1242240408379445248,@MisionVerdad
1242240408395984896,@DrDenaGrayson
1242240408395984896,@DrDenaGrayson
1242240408408723456,@TheSJTobin
1242240408421351429,@GovWhitmer
1242240408429551617,@Abbs666
1242240408429551617,@Abbs666
1242240408459108354,@OutOfCntxLuxo
1242240408467443712,@AdrianoCastro38
1242240408467443712,@Biakicis
1242240408467443712,@WinstonLing
1242240408467505152,@triangulandonet
1242240408467505152,@triangulandonet
1242240408480026625,@LahitteCarlos
1242240408501006338,@EWTNespanol
1242240408501051394,@PoliticusSarah
1242240408530423810,@juanmata8
1242240408538828805,@BusinessJoensuu
1242240408551329792,@allantercalivre
1242240408605818880,@kashmirsangel
1242240408609886209,@gatewaypund
1242240408609886209,@LouDobbs
1242240408614125568,@leauxmichelle
1242240408652001288,@halalszn
1242240408714969089,@ChiomaMyah
1242240412196179969,@SebGorka
1242240412271513600,@LisaBritton
1242240412334592000,@MrsCAssange
1242240412334592000,@MrsCAssange
1242240412338839564,@RawStory
1242240412359831552,@ABC
1242240412380737536,@t3rr3z
1242240412393357312,@Rosie
1242240412397580289,@tedcruz
1242240412422717442,@charliekirk11
1242240412422717442,@sfpelosi
1242240412473012230,@colmedchile
1242240412473012230,@danielnuneza
1242240412473012230,@ministeriosalud
1242240412473012230,@QuezadaGaete
1242240412498169857,@HillaryClinton
1242240412498169857,@realDonaldTrump
1242240412506624002,@cityofhamilton
1242240412556775424,@AdrianEdmondson
1242240412565323784,@joncoopertweets
1242240412565323784,@realDonaldTrump
1242240412598677504,@SenCoryGardner
1242240412603031553,@SamuelLJackson
1242240412628201479,@TheRealBirddy
1242240412644814849,@JoshNBCNews
1242240412645015554,@Anuel2bleA
1242240412653412353,@Zenaida3
1242240412653441025,@Lawrence
1242240412670099459,@thebradfordfile
1242240412691111936,@annamzep
1242240412741320704,@32BJSEIU
1242240412741439488,@davidrajjou
1242240412775002113,@countrysuppers
1242240412812627968,@JamesWallmeup
1242240412846297089,@mattgaetz
1242240412846297089,@SenatorBurr
1242240412854693890,@diegomatteus
1242240412854693890,@IvanDuque
1242240412867321857,@GeorgeTakei
1242240412871426049,@Bar
1242240412871426049,@johncardillo
1242240412871426049,@realDonaldTrump
1242240412884111362,@RCR750
1242240416281513989,@MarkMe60
1242240416386297858,@EpicosTweets
1242240416390447105,@realDonaldTrump
1242240416390447105,@realDonaldTrump
1242240416390447105,@realDonaldTrump
1242240416415723520,@blackwomenviews
1242240416457654272,@HeheWaitWhut
1242240416499597312,@StratCons
1242240416503812097,@Greatman
1242240416507887618,@poppycanny
1242240416512122883,@EFEnoticias
1242240416512122883,@EFEnoticias
1242240416549711872,@sofiarudyy
1242240416570843136,@adelatl521
1242240416570843136,@GobiernoMX
1242240416570843136,@SSaludmx
1242240416570900481,@banarifai
1242240416574922752,@DCTFTW
1242240416579301379,@AOC
1242240416596008960,@Yamiche
1242240416600272896,@CarpeDonktum
1242240416633757703,@JCUSA1
1242240416638013440,@chubbyemu
1242240416642031616,@anapazzv
1242240416642105345,@cassollllll
1242240416667271168,@AmyMcGrathKY
1242240416684048385,@AMS0035
1242240416684048385,@christianllamar
1242240416692326400,@techinsider
1242240416696750083,@stacysuh
1242240416709316613,@DrodriguezVen
1242240416709316613,@drodriven2
1242240416713408513,@aidastariq
1242240416742686720,@AvisJamaica
1242240416742686720,@themohwgovjm
1242240416746835969,@nvrsdiana
1242240416751239175,@brianchiong
1242240416755453954,@leacamilleri
1242240416759545857,@ChrisEvans
1242240416826580993,@tjholmes
1242240416835084293,@talisajcarter
1242240416843431942,@BorjaYuste95
1242240416843522048,@malopedia
1242240416843522048,@malopedia
1242240416948224002,@AUSSOCMIC
1242240416965169152,@IamShaneMorris
1242240420467429376,@McFaul
1242240420588990467,@realDonaldTrump
1242240420656091142,@JeriLRyan
1242240420672950273,@OHenleyAlex
1242240420693700609,@akaajp
1242240420723052544,@rockfish31
1242240420773421056,@TheLisaWalters
1242240420773531652,@satkabir
1242240420782002176,@LouisianaGov
1242240420782002176,@lpborg
1242240420782002176,@WAFB
1242240420790161410,@ByMikeBaker
1242240420794585090,@ManDemSugarX
1242240420794585090,@RYCLEF
1242240420794585090,@stephmayfyre
1242240420794585090,@TheOGBarbieDoll
1242240420798590977,@AOC
1242240420844716032,@TJOdatasci
1242240420853116930,@DerekCressman
1242240420878225410,@xopch
1242240420903518210,@RepAndyHarrisMD
1242240420907749379,@michaeljknowles
1242240420941348864,@tododeportespl
1242240421004279814,@banarifai
1242240421025083392,@israelremuinan
1242240421033644032,@BrandonBeckham
1242240421033644032,@RealDonald
1242240421033644032,@realDonaldTrump
1242240421037838336,@reporterenato
1242240421054513152,@Gerardoamd
