"Tweet_ID","Hashtag"
"1255738653676056578","#COVID19RealityCheck"
"1255738653680168961","#BMCGuineaBissau"
"1255738653680168961","#Cuba"
"1255738653680168961","#CubaCoopera"
"1255738653680168961","#CubaPorLaSalud"
"1255738653684400128","#coronavirus"
"1255738653684400128","#EUsolidarity"
"1255738653684400128","#WeAreInThisTogether"
"1255738653688639488","#ANSALifestyle"
"1255738653688639488","#Covid"
"1255738653701214208","#COVID19"
"1255738653713633281","#CoronaVirus"
"1255738653713858570","#Coronakrise"
"1255738653713858570","#technology"
"1255738653717999621","#artificialintelligence"
"1255738653717999621","#artificialintelligence"
"1255738653717999621","#coronavirus"
"1255738653717999621","#coronavirus"
"1255738653717999621","#Covid19"
"1255738653717999621","#Covid19"
"1255738653722042371","#Covid19"
"1255738653722042371","#COVID19"
"1255738653722042371","#India"
"1255738653722042371","#jails"
"1255738653722042371","#prisoners"
"1255738653722042371","#rights"
"1255738653722185732","#Corona"
"1255738653722185732","#covid"
"1255738653722185732","#staysafe"
"1255738653734776834","#Covid19mx"
"1255738653734776834","#EnEdoméxPrevenirEsSalud"
"1255738653734776834","#QuédateEnCasa"
"1255738653751402496","#LagingHanda"
"1255738653755629568","#COVID19"
"1255738653755629568","#solidaires"
"1255738653768167425","#StrongerTogether"
"1255738653768167425","#StrongerTogether"
"1255738653768167425","#StrongerTogether"
"1255738653768167425","#StrongerTogether"
"1255738653768179713","#gowns"
"1255738653768179713","#gowns"
"1255738653768179713","#gowns"
"1255738653768179713","#masks"
"1255738653768179713","#masks"
"1255738653768179713","#masks"
"1255738653768179713","#NarayanaMurthy"
"1255738653768179713","#NarayanaMurthy"
"1255738653768179713","#NarayanaMurthy"
"1255738653768179713","#virus"
"1255738653768179713","#virus"
"1255738653768179713","#virus"
"1255738653768179713","#work"
"1255738653768179713","#work"
"1255738653768179713","#work"
"1255738653785161729","#coronavirus"
"1255738653785161729","#Ramadan"
"1255738653818580993","#BersatuLawanCovid19"
"1255738653818580993","#Covid19"
"1255738653818580993","#GerakanJogoTonggo"
"1255738653818580993","#IndonesiaBaik"
"1255738653818580993","#JawaTengah"
"1255738653818580993","#Miniclip"
"1255738653818580993","#ProgramPemerintah"
"1255738653818580993","#YangMudaSukaData"
"1255738654032646145","#SputnikUpdates"
"1255738654078537731","#COVID19"
"1255738654078537731","#UNHabitat"
"1255738654078537731","#UNHabitatLebanon"
"1255738654078537731","#WHO"
"1255738654120480768","#COVID19"
"1255738654120480768","#COVID19"
"1255738654120480768","#COVID19"
"1255738654120480768","#COVID19"
"1255738654120480768","#Ethiopia"
"1255738654120480768","#Ethiopia"
"1255738654120480768","#Ethiopia"
"1255738654120480768","#Ethiopia"
"1255738654129106944","#Sharjah"
"1255738654129106944","#Sharjah"
"1255738654137348097","#AllHealthMatters"
"1255738654137348097","#COVID19"
"1255738654137348097","#Komeshacorona"
"1255738654137348097","#StaySafeStayHealthy"
"1255738654137348097","#stopthespread"
"1255738654137348097","#TNWHCares"
"1255738654141476865","#Covid19mx"
"1255738654141476865","#Covid19mx"
"1255738654141476865","#EnEdoméxPrevenirEsSalud"
"1255738654141476865","#EnEdoméxPrevenirEsSalud"
"1255738654141476865","#PrevenirEsSalud"
"1255738654141476865","#PrevenirEsSalud"
"1255738654141476865","#QuédateEnCasa"
"1255738654141476865","#QuédateEnCasa"
"1255738654250631168","#COVID19"
"1255738654250631168","#ImperdiblesPublisport"
"1255738654531760128","#COVID19"
"1255738654577885190","#COVID19"
"1255738654577885190","#COVID19"
"1255738654649012226","#InfoGenWaniPooll"
"1255738654737063936","#Coronavirus"
"1255738654737063936","#CoronavirusDisease"
"1255738654737063936","#COVID19"
"1255738654737063936","#COVID19Qatar"
"1255738654737063936","#Marhaba"
"1255738654737063936","#QatarCOVID19Watch"
"1255738654745600001","#China"
"1255738654745600001","#covid19"
"1255738654745600001","#desinformation"
"1255738654745600001","#EU"
"1255738654766567429","#SmartNews"
"1255738654892400640","#keepchildrensafe"
"1255738654947004416","#COVID19"
"1255738654992916481","#CoronavirusNews"
"1255738654992916481","#CoronavirusPandemic"
"1255738654992916481","#CoronaVirusUpdates"
"1255738654992916481","#COVID19"
"1255738654992916481","#Covidfree"
"1255738654992916481","#COVIDFree"
"1255738654992916481","#India"
