Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1252703654529781761,en,NO,YES,0,1661,"",Tue Apr 21 21:00:00 +0000 2020
1252703655981133825,es,NO,NO,6,1,"",Tue Apr 21 21:00:00 +0000 2020
1252703656207679490,en,NO,NO,0,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703656337707018,es,NO,NO,1,3,"",Tue Apr 21 21:00:00 +0000 2020
1252703656505421825,en,NO,NO,0,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703656694210561,es,NO,NO,3,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703656803106817,es,NO,NO,1,1,"",Tue Apr 21 21:00:00 +0000 2020
1252703656878714880,en,NO,NO,0,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703656933195776,en,NO,NO,0,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703657016999936,es,NO,NO,5,33,"",Tue Apr 21 21:00:00 +0000 2020
1252703657050509313,en,NO,YES,0,224,"",Tue Apr 21 21:00:00 +0000 2020
1252703657092669440,en,NO,NO,8,5,"",Tue Apr 21 21:00:00 +0000 2020
1252703657096876041,en,NO,NO,8,4,"",Tue Apr 21 21:00:00 +0000 2020
1252703657163972613,en,NO,NO,4,1,"",Tue Apr 21 21:00:00 +0000 2020
1252703657205944326,en,NO,YES,0,840,"",Tue Apr 21 21:00:00 +0000 2020
1252703657210109956,es,NO,NO,0,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703657214332928,es,NO,NO,0,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703657222475776,es,NO,NO,2,2,"",Tue Apr 21 21:00:00 +0000 2020
1252703657239416833,en,NO,NO,0,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703657256202240,es,NO,NO,1,1,"",Tue Apr 21 21:00:00 +0000 2020
1252703657264586752,en,NO,NO,4,1,"",Tue Apr 21 21:00:00 +0000 2020
1252703657264586754,en,NO,NO,19,1,"",Tue Apr 21 21:00:00 +0000 2020
1252703657277063168,en,NO,YES,0,8322,"",Tue Apr 21 21:00:00 +0000 2020
1252703657277227008,en,NO,YES,0,45,"",Tue Apr 21 21:00:00 +0000 2020
1252703657277227015,en,NO,YES,0,2814,"",Tue Apr 21 21:00:00 +0000 2020
1252703657293840384,es,NO,NO,72,61,"",Tue Apr 21 21:00:00 +0000 2020
1252703657298137097,en,NO,YES,0,9,"",Tue Apr 21 21:00:00 +0000 2020
1252703657310720003,en,NO,YES,0,1063,"",Tue Apr 21 21:00:00 +0000 2020
1252703657310801921,es,NO,YES,0,17,"",Tue Apr 21 21:00:00 +0000 2020
1252703657314959360,es,NO,NO,1,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703657314959362,es,NO,NO,32,25,"",Tue Apr 21 21:00:00 +0000 2020
1252703657344282624,es,NO,NO,1,1,"",Tue Apr 21 21:00:00 +0000 2020
1252703657348325377,en,NO,NO,0,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703657356713984,en,NO,YES,0,13,"",Tue Apr 21 21:00:00 +0000 2020
1252703657356746752,en,NO,YES,0,8,"",Tue Apr 21 21:00:00 +0000 2020
1252703657356750849,en,NO,NO,0,0,"",Tue Apr 21 21:00:00 +0000 2020
1252703657361055750,en,NO,NO,35,25,"",Tue Apr 21 21:00:00 +0000 2020
