Tweet_ID,Sentiment_Label,Probability_pos
1240158349192245249,negative,0.0025846629861967477
1240158349229993984,negative,0.1541312889861358
1240158349334925312,negative,0.02712533504009449
1240158349393420291,negative,0.0017835141461969273
1240158349683015681,negative,0.0014311372662927449
1240158351264288770,neutral,0.49789225920557484
1240158351822073857,negative,0.00056570018982072
1240158351851499520,negative,1.9611116269174223e-05
1240158351956291584,negative,0.09823677050385372
1240158352178589697,negative,0.055002771865602484
1240158355567640576,negative,0.2504698724210776
1240158355664056320,positive,0.6612554777535562
1240158355714453504,negative,0.001119079970337743
1240158356142243840,negative,0.002555989862918465
1240158356221964289,negative,0.19143076770664186
1240158356238675968,neutral,0.5863346617153603
1240158359803834369,negative,0.08406681322649621
1240158359946432512,negative,0.0003098227377102599
1240158359980048384,negative,0.00023375302849024975
1240158360030154753,negative,0.00030734983690375805
1240158360189706240,negative,0.0004978248105189406
1240158364019146752,negative,0.06905961649647854
1240158364019163138,negative,4.8141126054976624e-06
1240158364052660224,negative,0.2251131449332561
1240158364056924161,neutral,0.3766172096077667
1240158364077707265,positive,0.9738264730064241
1240158364178558976,neutral,0.49789225920557484
1240158364241465344,negative,0.00022143954405761824
1240158364400848896,negative,1.0307545604060129e-05
1240158364434198528,negative,0.1375666941777605
1240158368393768960,negative,0.0024442360068362865
1240158368393842688,negative,0.0005998238161063125
1240158368553209856,negative,0.008676795872119317
1240158368616112128,negative,0.16826998057326062
1240158368670584838,negative,0.009318197482378752
1240158372323659776,negative,0.011799749676166737
1240158372646846464,negative,0.008210526631124643
1240158372663635968,negative,0.0005151112634415293
1240158376618635264,negative,0.1315177730048006
1240158376736235520,positive,0.9824619966510049
1240158376744620033,negative,0.17113147371065263
1240158376853716992,negative,0.005988403320652599
1240158376920678400,negative,0.00048799681603878346
1240158380628590592,neutral,0.37874993579954885
1240158380762828804,negative,0.00021751975366054681
1240158380771233794,negative,0.040901204319311144
1240158380808945664,negative,0.23108660748076523
1240158380821483520,negative,0.00043563446884724565
1240158381056446464,negative,0.13427933483565313
1240158385187815426,negative,0.09101270436757825
1240158385531731970,negative,0.00041109478900042167
1240158385636597761,positive,0.9746095429026778
1240158389411463169,negative,0.009981086984657396
1240158389570846720,negative,0.032595123032113496
1240158389633720320,negative,4.966143876127238e-07
1240158389642166272,negative,1.303318428365496e-06
1240158389814071296,negative,0.00016578379988152145
1240158389948350466,negative,2.4108758744356803e-05
1240158393421180930,negative,0.00022143954405761824
1240158393526095878,negative,0.022033993470086114
1240158393857343489,negative,0.0379379963284331
1240158397619527685,neutral,0.4737554465528978
1240158397791641601,negative,0.14414096053884648
1240158397863002115,positive,0.9997239336818569
1240158402002792449,negative,0.045277358800086785
1240158405840572417,negative,3.489277127673058e-05
1240158406184439808,negative,1.549361350034606e-07
1240158406259937280,negative,0.06585793632136788
1240158406326939648,negative,0.0178127873972675
1240158406385774594,negative,0.00545923341365233
1240158406490689536,negative,9.328903505298583e-06
1240158410353541120,neutral,0.6232730535148585
1240158410383003648,negative,0.007850714503831423
1240158410575941632,negative,0.014865142141951794
1240158410634604546,negative,0.001474630482088044
1240158414350831616,negative,0.00035686554474029567
1240158414501580801,negative,0.036223552980616774
1240158414606610432,positive,0.7718437820206936
1240158414694690816,negative,3.8823162104573475e-05
1240158414740828160,negative,0.1342690897837999
1240158414770143232,negative,0.06973199617906783
1240158414807891968,negative,0.0012657690215636267
1240158418738073600,negative,0.16009270197177108
1240158422877851649,negative,0.051207316701171776
1240158422953164800,negative,1.5780386613680746e-10
1240158422957461504,negative,1.322175366802221e-05
1240158422999465984,negative,0.001871787714468806
1240158423062323201,negative,0.05977180326154345
1240158423532146689,negative,0.07770402619575427
1240158427000733696,negative,0.008656814348828182
1240158427009212416,negative,0.0030328035887547443
1240158427516633088,negative,0.040901204319311144
1240158427520868353,negative,0.10391852940062657
1240158427613102081,negative,0.06209708162873014
1240158427718070272,negative,0.3010807129619096
1240158431211933697,negative,0.0006296847015338495
1240158431245406211,negative,0.09523774337794276
1240158431350325248,negative,0.045277358800086785
1240158431442620416,negative,0.1416353638430697
1240158435364220928,negative,4.911878677899545e-05
1240158435532050433,neutral,0.5734576952979002
1240158435557216256,negative,0.06973199617906783
1240158435594907654,positive,0.9970204985106133
1240158435683061760,negative,7.081315119681816e-08
1240158435846610945,negative,1.404556324114401e-10
1240158439478788096,negative,0.0008235192753487369
1240158439541592069,negative,0.1360104000462535
1240158439701188610,negative,0.003421279019992253
1240158439965364224,negative,0.1952677762786831
1240158440128946176,negative,0.00013415617515543247
1240158443513810945,negative,4.5064672784137573e-07
1240158443895390208,neutral,0.49789225920557484
1240158444088446979,negative,0.0025665696724364285
1240158444205641729,negative,0.000571985608059468
1240158448265900032,negative,0.22304969779722522
1240158448299446272,negative,0.15927158396724778
1240158448429543425,negative,3.352203024347911e-05
1240158448526004224,negative,0.000236588086669411
1240158448643379200,negative,0.02666849619668101
1240158452367921152,negative,0.04374355793661729
1240158452820967425,positive,0.8157368367800938
1240158456138563584,negative,0.03302665827807522
1240158456411238401,negative,1.0307545604060129e-05
1240158456591646721,negative,0.03322912304164139
1240158456621010944,negative,0.0010684488148336225
1240158456671322112,negative,0.0009756587996305092
1240158456939773953,negative,6.991187483833628e-07
1240158460932542467,negative,0.0019478636373565714
1240158460962131969,negative,3.013996191517595e-05
1240158461222162432,negative,0.06642867517108211
1240158461259911168,negative,5.349939501678816e-07
1240158464820862976,negative,0.00016678811339612004
1240158464925671424,negative,0.25135355014083294
1240158465013821440,negative,0.0003926541619128862
1240158465030586370,neutral,0.35875000115172767
1240158468994146305,negative,0.0379379963284331
1240158468994215936,negative,0.004309183268666465
1240158469027700736,negative,2.7333931415339262e-05
1240158473049997312,negative,5.056874570783038e-05
1240158473431781376,negative,0.009614061710977055
1240158473557618688,negative,0.01920279590299818
1240158473679183872,positive,0.9995424781607808
1240158477248577536,negative,3.6972448256864306e-06
1240158477277900800,negative,0.11550422019449269
1240158477307260929,negative,0.0013780759007190283
1240158477579743233,negative,0.2919364807437768
1240158481518379009,positive,0.9688760885569208
1240158481736491008,negative,0.1375666941777605
1240158481791029248,neutral,0.49789225920557484
1240158482160066561,negative,0.08021898172897773
1240158482172727296,negative,0.08996913076336652
1240158485670756352,positive,0.9379862144491218
1240158485901455361,negative,0.09101270436757825
1240158485926555648,negative,0.12754482410101878
1240158486069227520,negative,4.194305897407143e-05
1240158486228500480,negative,0.027057265031391085
1240158486278873088,negative,0.0018328399243660845
1240158486295711745,negative,0.00284478932694649
1240158489953083394,negative,0.06973199617906783
1240158489973903360,negative,0.09554998297745251
1240158490083106816,negative,6.263415243399385e-06
1240158498329108483,positive,0.7314102226456616
1240158498333364224,positive,0.8012410253647171
1240158498446548993,negative,0.1723480520339616
1240158498509357057,negative,0.023512991088108028
1240158498538864641,negative,0.28998837444181685
1240158498584920065,negative,0.012248747682719198
1240158498911969280,negative,0.0025695908740167722
1240158502347321344,negative,7.014799029880461e-14
1240158502418616321,negative,0.0001640223736981369
1240158502607155200,negative,0.06307972870574254
1240158502678663168,negative,0.03627407907620034
1240158502695378944,negative,1.1104590643316817e-06
1240158502695419906,negative,0.13406206558791617
1240158506524782592,negative,5.807990912906641e-05
