Tweet_ID,NER_Text,Start_Pos,Eng_Pos,NER_Label,Prob
1228166976318500870,china,118,123,LOC,1
1228166976926814208,nigerian,61,69,MISC,0.9982
1228166976926814208,wuhan,94,99,LOC,1
1228166977186914304,love,0,4,PER,0.9874
1228166977253806082,china,20,25,LOC,1
1228166977434288128,belarussian,0,11,MISC,0.9997
1228166977434288128,wuhan,38,43,LOC,1
1228166977434288128,china,45,50,LOC,1
1228166977434288128,gymnasium no 4,107,121,MISC,0.6517
1228166977434288128,mogilev school,125,139,ORG,0.9061
1228166977434288128,wuhan,171,176,LOC,1
1228166977597796353,trump,24,29,PER,0.9997
1228166977635717120,amti,0,4,ORG,0.9405
1228166977635717120,island tracker,7,21,ORG,0.948
1228166977635717120,south china sea,114,129,LOC,0.9421
1228166977849614336,unitedstates,0,12,ORG,0.9962
1228166977849614336,jim bakker,27,37,PER,0.9999
1228166977853718528,china,0,5,LOC,1
1228166977853718528,fm,8,10,ORG,0.513
1228166977853718528,merkel,18,24,PER,1
1228166977916551170,japan,12,17,LOC,0.8267
1228166977916551170,diamondprincess japan coronavirus coronavirusjapan,95,145,ORG,0.6041
1228166978075889664,cambodia,143,151,LOC,1
1228166978239467520,dutyron china usa,40,57,ORG,0.7976
1228166978533195776,covid-19,45,53,MISC,0.9552
1228166978600177666,adventist healthcare,0,20,ORG,0.9671
1228166978721894402,british,35,42,MISC,0.9978
1228166978721894402,chinese,55,62,MISC,0.9999
1228166978747035648,chinese,38,45,MISC,1
1228166978797363200,minnie mike bloomberg,12,33,PER,0.9971
1228166978797363200,china,49,54,LOC,1
1228166978797363200,china,132,137,LOC,1
1228166978830909441,taehyung,19,27,ORG,0.9692
1228166978830909441,aiman,63,68,MISC,0.9861
1228166978910613505,japan,110,115,LOC,1
1228166978910613505,matsuyama ballet troupe,118,141,ORG,0.8907
1228166978910613505,china,169,174,LOC,1
1228166978927394818,china,42,47,LOC,1
1228166980156321794,china,88,93,LOC,1
1228166981448134659,china,62,67,LOC,1
1228166982085668864,miftah ismail,53,66,PER,0.9972
1228166982085668864,ska,71,74,ORG,0.9775
1228166982085668864,coronavirus,100,111,MISC,0.9887
1228166982085668864,china,124,129,LOC,1
1228166982475771906,corona,12,18,LOC,0.7832
1228166982475771906,asteroid,70,78,MISC,0.9984
1228166982618370048,coronavirusoutbreak,21,40,MISC,0.9425
1228166982618370048,hubei,52,57,LOC,0.9999
1228166982618370048,corona,114,120,LOC,0.933
1228166982811312132,chinese,28,35,MISC,0.9735
1228166982811312132,spanish flu,56,67,MISC,0.4426
1228166982811312132,di,137,139,PER,0.6727
1228166982836473858,china,30,35,LOC,0.9363
1228166983083888640,coronavirus,34,45,MISC,0.9625
1228166983822086144,chinese,14,21,MISC,0.9999
1228166983822086144,coronavirus,77,88,MISC,0.808
1228166983822086144,manchester,94,104,LOC,0.9999
1228166983822086144,jeremy corbyn,116,129,PER,0.9997
1228166984061214721,china,0,5,LOC,1
1228166984061214721,english facebook france news,124,152,ORG,0.6865
1228166984061214721,us,166,168,LOC,0.5785
1228166984358981637,xia baolong,34,45,PER,0.9961
1228166984358981637,china,69,74,LOC,1
1228166984770015232,harvard,19,26,LOC,0.7716
1228166984770015232,yale,31,35,LOC,0.9256
1228166984770015232,china,113,118,LOC,1
1228166986644910081,china,18,23,LOC,1
1228166987450220546,xulu,35,39,ORG,0.9055
1228166987450220546,china,90,95,LOC,0.9999
1228166988188409858,boris johnson,77,90,PER,0.9959
1228166988217716738,li,130,132,PER,0.8603
1228166988259676160,china,24,29,LOC,1
1228166988532334594,kami,18,22,PER,0.4741
1228166988532334594,kami baca journals,38,56,ORG,0.822
1228166988532334594,coronavirus,105,116,MISC,0.9996
1228166988888887296,eating satvik,99,112,MISC,0.7619
1228166989278875648,navy,0,4,ORG,0.4351
1228166989278875648,uss zumwalt,20,31,ORG,0.8387
1228166989278875648,andrew wilkow,61,74,PER,0.9973
1228166989400559621,luna,26,30,PER,0.9279
1228166989614469121,china,86,91,LOC,0.6738
1228166990671409155,china,56,61,LOC,1
