"","V4","total"
"1008","@PDChina",6859
"1009","@HtownBabyG",6735
"1010","@PrisonPlanet",6692
"1011","@ohgeminii",6662
"1012","@ChrisMurphyCT",6555
"1013","@JeromePolin",6506
"1014","@cottoncandaddy",6477
"1015","@TomValletti",6470
"1016","@lachlan",6431
"1017","@WBYeats1865",6403
"1018","@MrVop",6362
"1019","@bancha333",6300
"1020","@micheljessica",5979
"1021","@tinyunhwa",5934
"1022","@kidmanscill",5884
"1023","@restivogab",5758
"1024","@jdrogers",5698
"1025","@celiasanchezzzz",5690
"1026","@mrspaceman",5606
"1027","@maxbrooksauthor",5555
"1028","@ravaskar",5511
"1029","@Melbrooks",5503
"1030","@MarwanCendawan",5385
"1031","@ariannalp",5181
"1032","@Nyscalo",5070
"1033","@JordanRowes",4943
"1034","@RomitBMD",4646
"1035","@labisbeticah",4396
"1036","@mysevenwhaliens",4371
"1037","@whcos",4327
"1038","@HyundaiGlobal",4325
"1039","@meaw8588",4265
"1040","@reneeyoxon",4230
"1041","@ConflictsW",4107
"1042","@ANI",3765
"1043","@btsupdatesger",3352
"1044","@HLGatell",3283
"1045","@tagemeiqi",1452
"1046","@FinanzasTime",1430
"1047","@RichardEngel",1427
"1048","@ezracheungtoto",1210
"1049","@StandNewsHK",825
