Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1224774635784413184,fr,NO,YES,0,7730,"",Tue Feb 04 19:20:03 +0000 2020
1224774636057042947,it,NO,YES,0,797,"",Tue Feb 04 19:20:03 +0000 2020
1224774636510089216,es,NO,YES,0,38,"",Tue Feb 04 19:20:03 +0000 2020
1224774636665102336,en,NO,YES,0,152,"",Tue Feb 04 19:20:03 +0000 2020
1224774636665278464,en,NO,NO,5,0,"",Tue Feb 04 19:20:03 +0000 2020
1224774636728176640,en,NO,YES,0,387,"",Tue Feb 04 19:20:03 +0000 2020
1224774637562757120,en,NO,NO,4,1,"",Tue Feb 04 19:20:03 +0000 2020
1224774638242275328,en,NO,YES,0,1415,"",Tue Feb 04 19:20:03 +0000 2020
1224774638317854720,en,NO,YES,0,11194,"",Tue Feb 04 19:20:03 +0000 2020
1224774638347091969,en,NO,YES,0,473,"",Tue Feb 04 19:20:03 +0000 2020
1224774638997295105,fr,NO,YES,0,89,"",Tue Feb 04 19:20:03 +0000 2020
1224774639185997826,es,NO,YES,0,275,"",Tue Feb 04 19:20:03 +0000 2020
1224774639261560833,es,NO,YES,0,19,"",Tue Feb 04 19:20:03 +0000 2020
1224774639731322881,en,NO,YES,0,3999,"",Tue Feb 04 19:20:03 +0000 2020
1224774639819333642,es,NO,YES,0,559,"",Tue Feb 04 19:20:04 +0000 2020
1224774639961939969,es,NO,NO,0,0,"",Tue Feb 04 19:20:04 +0000 2020
1224774640016527360,pt,NO,NO,0,0,"",Tue Feb 04 19:20:04 +0000 2020
1224774640087650304,en,NO,YES,0,2739,"",Tue Feb 04 19:20:04 +0000 2020
1224774640087769088,en,NO,YES,0,2125,"",Tue Feb 04 19:20:04 +0000 2020
1224774640100237312,en,NO,YES,0,757,"",Tue Feb 04 19:20:04 +0000 2020
1224774640238825473,es,NO,YES,0,1639,"",Tue Feb 04 19:20:04 +0000 2020
1224774640410583040,en,NO,NO,0,0,"",Tue Feb 04 19:20:04 +0000 2020
1224774640482115584,it,NO,NO,5,2,"",Tue Feb 04 19:20:04 +0000 2020
1224774640561684482,en,NO,YES,0,7,"",Tue Feb 04 19:20:04 +0000 2020
1224774640695795712,en,NO,YES,0,957,"",Tue Feb 04 19:20:04 +0000 2020
1224774640746319872,es,NO,YES,0,20,"",Tue Feb 04 19:20:04 +0000 2020
1224774640762966016,en,NO,YES,0,53,"",Tue Feb 04 19:20:04 +0000 2020
1224774640788234240,und,NO,NO,0,0,"",Tue Feb 04 19:20:04 +0000 2020
1224774640909897729,fr,NO,YES,0,61,"",Tue Feb 04 19:20:04 +0000 2020
1224774641111183360,pt,NO,YES,0,5,"",Tue Feb 04 19:20:04 +0000 2020
1224774641119645696,pt,NO,NO,110,11,"",Tue Feb 04 19:20:04 +0000 2020
1224774641413238785,pt,NO,YES,0,81,"",Tue Feb 04 19:20:04 +0000 2020
1224774641430007809,es,NO,NO,2,1,"",Tue Feb 04 19:20:04 +0000 2020
1224774641526374400,cs,NO,NO,1,0,"",Tue Feb 04 19:20:04 +0000 2020
1224774641715228672,es,NO,NO,2,1,"",Tue Feb 04 19:20:04 +0000 2020
1224774642218360834,es,NO,YES,0,1424,"",Tue Feb 04 19:20:04 +0000 2020
