Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1223957478045626368,fr,NO,YES,0,3,"",Sun Feb 02 13:12:57 +0000 2020
1223957491374903298,en,NO,YES,0,5017,"",Sun Feb 02 13:13:00 +0000 2020
1223957494818648066,en,NO,NO,1,0,"",Sun Feb 02 13:13:01 +0000 2020
1223957494961184769,en,NO,NO,32,8,"",Sun Feb 02 13:13:01 +0000 2020
1223957495070298117,es,NO,YES,0,23,"",Sun Feb 02 13:13:01 +0000 2020
1223957495078506498,th,NO,YES,0,630,"",Sun Feb 02 13:13:01 +0000 2020
1223957496043163649,ja,NO,YES,0,2,"",Sun Feb 02 13:13:01 +0000 2020
1223957496252907520,hi,NO,YES,0,14,"",Sun Feb 02 13:13:01 +0000 2020
1223957496345382914,es,NO,YES,0,183,"",Sun Feb 02 13:13:01 +0000 2020
1223957496362151936,es,NO,YES,0,2,"",Sun Feb 02 13:13:01 +0000 2020
1223957496441622529,tl,NO,YES,0,9775,"",Sun Feb 02 13:13:01 +0000 2020
1223957496529735681,en,NO,YES,0,215,"",Sun Feb 02 13:13:01 +0000 2020
1223957496571801600,es,NO,YES,0,4449,"",Sun Feb 02 13:13:01 +0000 2020
1223957496588431362,en,NO,YES,0,210,"",Sun Feb 02 13:13:01 +0000 2020
1223957496588488704,th,NO,YES,0,44565,"",Sun Feb 02 13:13:01 +0000 2020
1223957496664141824,es,NO,YES,0,158,"",Sun Feb 02 13:13:01 +0000 2020
1223957496701890561,es,NO,YES,0,7510,"",Sun Feb 02 13:13:01 +0000 2020
1223957496714285056,en,NO,YES,0,2,"",Sun Feb 02 13:13:01 +0000 2020
1223957496735232002,en,NO,YES,0,87,"",Sun Feb 02 13:13:01 +0000 2020
1223957496752222208,en,NO,YES,0,560,"",Sun Feb 02 13:13:01 +0000 2020
1223957496928190466,in,NO,YES,0,877,"",Sun Feb 02 13:13:01 +0000 2020
1223957497209290752,es,NO,NO,2,0,"",Sun Feb 02 13:13:02 +0000 2020
1223957497213607937,en,NO,YES,0,606,"",Sun Feb 02 13:13:02 +0000 2020
1223957498010439680,it,NO,NO,36,23,"",Sun Feb 02 13:13:02 +0000 2020
1223957498182455296,en,NO,YES,0,4888,"",Sun Feb 02 13:13:02 +0000 2020
1223957498211840001,es,NO,YES,0,48,"",Sun Feb 02 13:13:02 +0000 2020
1223957498379423750,es,NO,YES,0,5,"",Sun Feb 02 13:13:02 +0000 2020
1223957498454888449,en,NO,YES,0,767,"",Sun Feb 02 13:13:02 +0000 2020
1223957498484256769,en,NO,YES,0,487,"",Sun Feb 02 13:13:02 +0000 2020
1223957498735935488,ja,NO,YES,0,70,"",Sun Feb 02 13:13:02 +0000 2020
1223957498773823490,es,NO,YES,0,205,"",Sun Feb 02 13:13:02 +0000 2020
1223957498882740229,in,NO,YES,0,18,"",Sun Feb 02 13:13:02 +0000 2020
1223957498983604224,es,NO,YES,0,2272,"",Sun Feb 02 13:13:02 +0000 2020
1223957499029553154,en,NO,YES,0,2,"",Sun Feb 02 13:13:02 +0000 2020
1223957499084075011,en,NO,YES,0,474,"",Sun Feb 02 13:13:02 +0000 2020
1223957499117654017,tl,NO,YES,0,3,"",Sun Feb 02 13:13:02 +0000 2020
1223957499151355905,de,NO,YES,0,646,"",Sun Feb 02 13:13:02 +0000 2020
1223957499247722496,ru,NO,YES,0,152,"",Sun Feb 02 13:13:02 +0000 2020
1223957499256147968,en,NO,YES,0,368,"",Sun Feb 02 13:13:02 +0000 2020
1223957499293859840,es,NO,NO,0,0,"",Sun Feb 02 13:13:02 +0000 2020
1223957499302350848,en,NO,NO,0,0,"",Sun Feb 02 13:13:02 +0000 2020
1223957499491037185,en,NO,YES,0,33445,"",Sun Feb 02 13:13:02 +0000 2020
1223957499499253760,es,NO,NO,0,0,"",Sun Feb 02 13:13:02 +0000 2020
1223957499621060609,en,NO,YES,0,5017,"",Sun Feb 02 13:13:02 +0000 2020
1223957499922960384,en,NO,YES,0,84,"",Sun Feb 02 13:13:02 +0000 2020
1223957499969245190,es,NO,NO,22,3,"",Sun Feb 02 13:13:02 +0000 2020
1223957499973210112,tl,NO,YES,0,5,"",Sun Feb 02 13:13:02 +0000 2020
1223957500019396608,ja,NO,YES,0,285,"",Sun Feb 02 13:13:02 +0000 2020
1223957500099268608,en,NO,YES,0,20,"",Sun Feb 02 13:13:02 +0000 2020
1223957500241661963,in,NO,NO,12,7,"",Sun Feb 02 13:13:02 +0000 2020
1223957500359086081,en,NO,YES,0,302,"",Sun Feb 02 13:13:02 +0000 2020
1223957500392640518,en,NO,NO,0,0,"",Sun Feb 02 13:13:02 +0000 2020
1223957500392722433,es,NO,YES,0,5,"",Sun Feb 02 13:13:02 +0000 2020
1223957500497555457,de,NO,YES,0,610,"",Sun Feb 02 13:13:02 +0000 2020
1223957500698988545,es,NO,YES,0,139,"",Sun Feb 02 13:13:02 +0000 2020
1223957500770127872,en,NO,YES,0,3231,"",Sun Feb 02 13:13:02 +0000 2020
1223957500912750593,es,NO,NO,0,2,"",Sun Feb 02 13:13:02 +0000 2020
1223957501181218818,en,NO,YES,0,1,"",Sun Feb 02 13:13:02 +0000 2020
1223957501185445888,en,NO,YES,0,9857,"",Sun Feb 02 13:13:02 +0000 2020
1223957501223165958,th,NO,YES,0,30631,"",Sun Feb 02 13:13:02 +0000 2020
1223957501273657346,fr,NO,NO,0,0,"",Sun Feb 02 13:13:02 +0000 2020
1223957501315403776,en,NO,YES,0,37,"",Sun Feb 02 13:13:03 +0000 2020
1223957501328183299,en,NO,YES,0,35,"",Sun Feb 02 13:13:03 +0000 2020
1223957501365739521,en,NO,YES,0,311,"",Sun Feb 02 13:13:03 +0000 2020
1223957501370126337,en,NO,NO,4,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957501458018306,de,NO,YES,0,595,"",Sun Feb 02 13:13:03 +0000 2020
1223957501487603712,en,NO,YES,0,1,"",Sun Feb 02 13:13:03 +0000 2020
1223957501542125575,en,NO,NO,1,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957501785321472,es,NO,YES,0,11734,"",Sun Feb 02 13:13:03 +0000 2020
1223957501852282880,en,NO,NO,0,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957501852442625,en,NO,YES,0,618,"",Sun Feb 02 13:13:03 +0000 2020
1223957501982334976,in,NO,NO,0,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957502074638336,lt,NO,NO,0,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957502225596417,en,NO,NO,0,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957502246547456,in,NO,NO,17,8,"",Sun Feb 02 13:13:03 +0000 2020
1223957502263361536,ja,NO,YES,0,8,"",Sun Feb 02 13:13:03 +0000 2020
1223957502385147905,it,NO,YES,0,157,"",Sun Feb 02 13:13:03 +0000 2020
1223957502452101120,th,NO,YES,0,44565,"",Sun Feb 02 13:13:03 +0000 2020
1223957502489808896,ja,NO,YES,0,2213,"",Sun Feb 02 13:13:03 +0000 2020
1223957502498344960,pt,NO,YES,0,10,"",Sun Feb 02 13:13:03 +0000 2020
1223957502670311426,es,NO,YES,0,139,"",Sun Feb 02 13:13:03 +0000 2020
1223957502779224064,en,NO,NO,0,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957503140159488,fr,NO,YES,0,20,"",Sun Feb 02 13:13:03 +0000 2020
1223957503161094187,en,NO,NO,0,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957503483904000,en,NO,YES,0,1047,"",Sun Feb 02 13:13:03 +0000 2020
1223957503509221377,es,NO,YES,0,14744,"",Sun Feb 02 13:13:03 +0000 2020
1223957504201117696,in,NO,NO,1,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957504222208000,es,NO,NO,1,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957504297783296,en,NO,NO,1,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957504427577345,en,NO,NO,0,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957504494694400,en,NO,YES,0,18,"",Sun Feb 02 13:13:03 +0000 2020
1223957504524197888,fr,NO,YES,0,1621,"",Sun Feb 02 13:13:03 +0000 2020
1223957504620666880,en,NO,YES,0,8914,"",Sun Feb 02 13:13:03 +0000 2020
1223957504641470465,en,NO,YES,0,52,"",Sun Feb 02 13:13:03 +0000 2020
1223957504649916416,et,NO,NO,0,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957504842964998,it,NO,YES,0,38,"",Sun Feb 02 13:13:03 +0000 2020
1223957504876519424,en,NO,YES,0,985,"",Sun Feb 02 13:13:03 +0000 2020
1223957504960421888,es,NO,NO,1,0,"",Sun Feb 02 13:13:03 +0000 2020
1223957505065345025,en,NO,YES,0,5,"",Sun Feb 02 13:13:03 +0000 2020
1223957505094500353,en,NO,YES,0,27,"",Sun Feb 02 13:13:03 +0000 2020
1223957505153224705,in,NO,YES,0,546,"",Sun Feb 02 13:13:03 +0000 2020
1223957505442750470,en,NO,YES,0,557,"",Sun Feb 02 13:13:03 +0000 2020
1223957505530900481,ca,NO,YES,0,1,"",Sun Feb 02 13:13:04 +0000 2020
1223957505593622529,tl,NO,NO,4,3,"",Sun Feb 02 13:13:04 +0000 2020
1223957505610481664,es,NO,YES,0,11734,"",Sun Feb 02 13:13:04 +0000 2020
1223957506004746241,pt,NO,YES,0,47,"",Sun Feb 02 13:13:04 +0000 2020
1223957506118078466,fr,NO,NO,11,14,"",Sun Feb 02 13:13:04 +0000 2020
1223957506344402944,en,NO,YES,0,2183,"",Sun Feb 02 13:13:04 +0000 2020
1223957506373931008,en,NO,NO,0,0,"",Sun Feb 02 13:13:04 +0000 2020
1223957506457853952,es,NO,NO,0,0,PY,Sun Feb 02 13:13:04 +0000 2020
1223957506495602688,pt,NO,YES,0,251,"",Sun Feb 02 13:13:04 +0000 2020
1223957506659102722,it,NO,YES,0,78,"",Sun Feb 02 13:13:04 +0000 2020
1223957506923421696,und,NO,NO,0,0,"",Sun Feb 02 13:13:04 +0000 2020
1223957506931617797,th,NO,YES,0,505,"",Sun Feb 02 13:13:04 +0000 2020
1223957506935926784,pt,NO,YES,0,3,"",Sun Feb 02 13:13:04 +0000 2020
1223957507305066496,en,NO,YES,0,814,"",Sun Feb 02 13:13:04 +0000 2020
1223957507649024000,pt,NO,YES,0,3574,"",Sun Feb 02 13:13:04 +0000 2020
1223957507665813504,en,NO,YES,0,1700,"",Sun Feb 02 13:13:04 +0000 2020
1223957507699281922,en,NO,NO,42,24,"",Sun Feb 02 13:13:04 +0000 2020
1223957508047298560,th,NO,YES,0,310,"",Sun Feb 02 13:13:04 +0000 2020
1223957508265369600,in,NO,YES,0,365,"",Sun Feb 02 13:13:04 +0000 2020
1223957508345212929,es,NO,YES,0,103,"",Sun Feb 02 13:13:04 +0000 2020
1223957508479504384,fr,NO,NO,0,0,"",Sun Feb 02 13:13:04 +0000 2020
1223957508592562176,tl,NO,NO,3,1,"",Sun Feb 02 13:13:04 +0000 2020
1223957508634693633,en,NO,YES,0,316,"",Sun Feb 02 13:13:04 +0000 2020
1223957508911271936,en,NO,NO,1,0,"",Sun Feb 02 13:13:04 +0000 2020
1223957509096071170,tr,NO,YES,0,53,"",Sun Feb 02 13:13:04 +0000 2020
1223957509519630341,it,NO,YES,0,24,"",Sun Feb 02 13:13:04 +0000 2020
1223957509532200965,ja,NO,NO,2,5,"",Sun Feb 02 13:13:04 +0000 2020
1223957509544775682,en,NO,NO,0,0,"",Sun Feb 02 13:13:04 +0000 2020
1223957509586604032,en,NO,NO,0,0,"",Sun Feb 02 13:13:04 +0000 2020
1223957509620129793,en,NO,YES,0,1629,"",Sun Feb 02 13:13:04 +0000 2020
1223957509678891008,en,NO,YES,0,5,"",Sun Feb 02 13:13:04 +0000 2020
1223957509679079425,en,NO,YES,0,470,"",Sun Feb 02 13:13:04 +0000 2020
1223957510035517442,de,NO,NO,3,0,"",Sun Feb 02 13:13:05 +0000 2020
1223957510240882690,de,NO,YES,0,595,"",Sun Feb 02 13:13:05 +0000 2020
1223957510391885825,en,NO,YES,0,179,"",Sun Feb 02 13:13:05 +0000 2020
1223957510664654849,es,NO,YES,0,850,"",Sun Feb 02 13:13:05 +0000 2020
1223957511071576065,es,NO,YES,0,42,"",Sun Feb 02 13:13:05 +0000 2020
1223957511318822912,en,NO,YES,0,19,"",Sun Feb 02 13:13:05 +0000 2020
1223957511449010177,fr,NO,YES,0,10915,"",Sun Feb 02 13:13:05 +0000 2020
1223957511750983680,tr,NO,YES,0,4134,"",Sun Feb 02 13:13:05 +0000 2020
1223957511776165888,es,NO,YES,0,14,"",Sun Feb 02 13:13:05 +0000 2020
1223957511922909184,es,NO,YES,0,34,"",Sun Feb 02 13:13:05 +0000 2020
1223957512090718208,en,NO,YES,0,3228,"",Sun Feb 02 13:13:05 +0000 2020
1223957512149295104,es,NO,NO,1,0,"",Sun Feb 02 13:13:05 +0000 2020
1223957512287850496,en,NO,YES,0,132,"",Sun Feb 02 13:13:05 +0000 2020
1223957512443043840,pt,NO,YES,0,165,"",Sun Feb 02 13:13:05 +0000 2020
1223957512589914114,pt,NO,YES,0,350,"",Sun Feb 02 13:13:05 +0000 2020
1223957513332314112,fr,NO,YES,0,95,"",Sun Feb 02 13:13:05 +0000 2020
1223957513441169410,tl,NO,YES,0,23,"",Sun Feb 02 13:13:05 +0000 2020
1223957513688608769,und,NO,NO,0,0,"",Sun Feb 02 13:13:05 +0000 2020
1223957513927659520,th,NO,YES,0,2592,"",Sun Feb 02 13:13:06 +0000 2020
1223957513974042624,fi,NO,YES,0,2053,"",Sun Feb 02 13:13:06 +0000 2020
1223957513994997762,en,NO,NO,0,0,"",Sun Feb 02 13:13:06 +0000 2020
1223957513998987265,in,NO,YES,0,3242,"",Sun Feb 02 13:13:06 +0000 2020
1223957514166784000,en,NO,YES,0,734,"",Sun Feb 02 13:13:06 +0000 2020
1223957514179530752,en,NO,NO,1,0,PK,Sun Feb 02 13:13:06 +0000 2020
1223957514204647429,en,NO,YES,0,8,"",Sun Feb 02 13:13:06 +0000 2020
1223957514372272128,in,NO,YES,0,101,"",Sun Feb 02 13:13:06 +0000 2020
1223957514456387584,en,NO,YES,0,900,"",Sun Feb 02 13:13:06 +0000 2020
1223957514569625602,en,NO,YES,0,1789,"",Sun Feb 02 13:13:06 +0000 2020
1223957514645114880,fr,NO,YES,0,58,"",Sun Feb 02 13:13:06 +0000 2020
1223957514666102784,en,NO,NO,0,0,"",Sun Feb 02 13:13:06 +0000 2020
1223957514749906944,en,NO,YES,0,591,"",Sun Feb 02 13:13:06 +0000 2020
1223957515110690816,es,NO,NO,0,0,"",Sun Feb 02 13:13:06 +0000 2020
1223957515131637760,en,NO,YES,0,135,"",Sun Feb 02 13:13:06 +0000 2020
1223957515244720131,en,NO,NO,3,0,"",Sun Feb 02 13:13:06 +0000 2020
1223957515446181889,en,NO,NO,1,0,"",Sun Feb 02 13:13:06 +0000 2020
1223957515743961090,en,NO,YES,0,3,"",Sun Feb 02 13:13:06 +0000 2020
1223957515840434176,es,NO,NO,0,0,"",Sun Feb 02 13:13:06 +0000 2020
1223957516083585024,th,NO,YES,0,30631,"",Sun Feb 02 13:13:06 +0000 2020
1223957516654194689,en,NO,NO,0,0,"",Sun Feb 02 13:13:06 +0000 2020
1223957516674985985,hi,NO,YES,0,182,"",Sun Feb 02 13:13:06 +0000 2020
1223957516717035520,en,NO,NO,4,0,"",Sun Feb 02 13:13:06 +0000 2020
1223957516805120002,en,NO,YES,0,131,"",Sun Feb 02 13:13:06 +0000 2020
1223957516847132673,en,NO,NO,0,0,"",Sun Feb 02 13:13:06 +0000 2020
1223957517048459264,es,NO,YES,0,22981,"",Sun Feb 02 13:13:06 +0000 2020
1223957517195149314,en,NO,YES,0,3,"",Sun Feb 02 13:13:06 +0000 2020
1223957517690163201,pt,NO,YES,0,63,"",Sun Feb 02 13:13:06 +0000 2020
