Tweet_ID,Mentions
1228969739155836928,@alykhansatchu
1228969739298361345,@DonnyIswara
1228969744721567744,@MunysovannPreap
1228969747309481984,@mybmc
1228969748781645824,@impossiblyeve
1228969749390020609,@PressTV
1228969749390020609,@PressTV
1228969749742178305,@JqRit1
1228969749784055808,@shankarshanmugh
1228969749784055808,@THMOff
1228969750316777472,@ShefVaidya
1228969750622945286,@impossiblyeve
1228969752288276481,@ConflitsFR
1228969752288276481,@ConflitsFR
1228969752288276481,@ConflitsFR
1228969754049773568,@GregMannarino
1228969757820383232,@nctzenhalu
1228969758965420032,@TheMasterKrook
1228969764128616448,@haydenblack
1228969764157972480,@vinayakjain
1228969766443835392,@shankarshanmugh
1228969766443835392,@THMOff
1228969768386007040,@quimicefa
1228969771909074946,@KirkegaardEmil
1228969772945170438,@hoyextremadura
1228969772945170438,@manuelahoy
1228969774580846592,@AhlulQohwah
1228969777244319744,@impossiblyeve
1228969777701351424,@IamNaZza
1228969778179661824,@business
1228969785112788992,@coe
1228969785112788992,@EevaPaavilainen
1228969785112788992,@ElzaNasirova
1228969785112788992,@MoveTheWorld
1228969785112788992,@OIEAnimalHealth
1228969787436523521,@TheNenye
1228969788325736449,@bbcbrasil
1228969788371656709,@haydenblack
1228969788396847104,@doofensmrtz
1228969789197967360,@doofensmrtz
1228969789806305281,@MTyfisty
1228969789823033344,@appcsocialmedia
1228969789823033344,@appcsocialmedia
1228969789823033344,@appcsocialmedia
1228969789823033344,@appcsocialmedia
1228969789823033344,@appcsocialmedia
1228969794298269696,@IamNaZza
1228969798723227648,@WR4AG226
1228969798995808258,@FT
1228969799620997120,@MagnusRanstorp
1228969800262733824,@JerusalemPost
1228969800262733824,@JerusalemPost
1228969800262733824,@JerusalemPost
1228969801906737152,@robinhanson
1228969803605532674,@heartofbuns
1228969804066783232,@WSJ
1228969804381540353,@PopBase
1228969805350199298,@shazia111
1228969810073137153,@edrwema
1228969812841332736,@scmpnews
1228969814816960513,@fernweh
1228969815378821120,@PrinceArihan
1228969816033288193,@hyunmoyang
1228969816033288193,@KLM
1228969817647960064,@ShefVaidya
1228969823318597634,@pictureplay
1228969826413998080,@KanteiSaigai
1228969828121079808,@hiroshimilano
1228969830709022721,@fadilahlahlah
1228969830709022721,@Sallehmohdd
1228969831245864960,@maxwalden
1228969832667762688,@AhlulQohwah
1228969833208991745,@SriLankaTweet
1228969833645199360,@DesegnistoR
1228969833708052480,@MitiVigliero
1228969833708052480,@repubblica
1228969834047733760,@lienomail
1228969835096420355,@impossiblyeve
1228969835671048192,@TheStarKenya
1228969837050748928,@CNNIndonesia
1228969837050748928,@KemluRI
1228969837872893952,@Tsipora777
1228969840548835329,@ReallySwara
1228969840565555202,@impossiblyeve
1228969840712527872,@Sexyvamp2016
1228969841740144641,@XHNews
1228969842109272064,@CryptoWhale
1228969842574626816,@Cbotnews
1228969842943750144,@doofensmrtz
1228969843241689093,@fernweh
1228969844353093633,@Diogomartinslb
1228969844663517185,@FCGeopolitics
1228969845057871878,@KentPage
1228969845162528769,@DataanalyticsSe
1228969846538489856,@RockyWinston007
1228969846538489856,@RockyWinston007
1228969846605414401,@toter666
1228969847901442049,@nytopinion
1228969848903876610,@HaikhSmartikh
1228969848903876610,@ryuhasan
1228969849314893825,@PrinceArihan
1228969849621295105,@editionmv
1228969850699051008,@GundiDr
1228969851995160577,@BritishHeraldUK
1228969852213374981,@initiumnews
1228969855157563392,@harukaolaf
1228969855858200582,@lavozdegalicia
