Tweet_ID,Language,Geolocation_coordinate,RT,Likes,Retweets,Country,Date Created
1221855387525222401,en,NO,YES,0,62,"",Mon Jan 27 18:00:00 +0000 2020
1221855388037013505,en,NO,YES,0,5,"",Mon Jan 27 18:00:00 +0000 2020
1221855388321992704,en,NO,NO,1,0,"",Mon Jan 27 18:00:00 +0000 2020
1221855388418469889,en,NO,YES,0,214,"",Mon Jan 27 18:00:00 +0000 2020
1221855388464766976,en,NO,YES,0,47,"",Mon Jan 27 18:00:00 +0000 2020
1221855389169274880,en,NO,NO,0,0,"",Mon Jan 27 18:00:00 +0000 2020
1221855389609754624,en,NO,NO,0,0,"",Mon Jan 27 18:00:00 +0000 2020
1221855390016638978,en,NO,NO,9,9,"",Mon Jan 27 18:00:00 +0000 2020
1221855390566178819,en,NO,NO,1,1,"",Mon Jan 27 18:00:00 +0000 2020
1221855390670811138,en,NO,YES,0,21,"",Mon Jan 27 18:00:00 +0000 2020
1221855390754697216,en,NO,NO,2,1,"",Mon Jan 27 18:00:00 +0000 2020
1221855390859550720,en,NO,YES,0,226,"",Mon Jan 27 18:00:00 +0000 2020
1221855391014772736,en,NO,NO,0,0,"",Mon Jan 27 18:00:00 +0000 2020
1221855391169933316,en,NO,YES,0,16,"",Mon Jan 27 18:00:00 +0000 2020
1221855391220477952,en,NO,YES,0,92,"",Mon Jan 27 18:00:00 +0000 2020
1221855391253852160,en,NO,YES,0,2461,"",Mon Jan 27 18:00:00 +0000 2020
1221855391404974083,en,NO,YES,0,299,"",Mon Jan 27 18:00:00 +0000 2020
1221855391572623361,en,NO,YES,0,46,"",Mon Jan 27 18:00:00 +0000 2020
1221855392059338759,en,NO,NO,0,0,"",Mon Jan 27 18:00:01 +0000 2020
1221855392516526087,en,NO,YES,0,38,"",Mon Jan 27 18:00:01 +0000 2020
1221855392759631873,en,NO,YES,0,511,"",Mon Jan 27 18:00:01 +0000 2020
1221855393036546049,en,NO,NO,72,51,"",Mon Jan 27 18:00:01 +0000 2020
1221855393061539840,en,NO,NO,4,2,"",Mon Jan 27 18:00:01 +0000 2020
1221855393237725187,en,NO,NO,1,0,"",Mon Jan 27 18:00:01 +0000 2020
1221855393330139138,en,NO,NO,4,2,"",Mon Jan 27 18:00:01 +0000 2020
1221855393439109120,en,NO,NO,2,0,"",Mon Jan 27 18:00:01 +0000 2020
1221855393497915394,en,NO,NO,0,0,"",Mon Jan 27 18:00:01 +0000 2020
1221855393976111105,en,NO,YES,0,102,"",Mon Jan 27 18:00:01 +0000 2020
1221855394621865984,en,NO,NO,7,0,"",Mon Jan 27 18:00:01 +0000 2020
1221855394747822084,en,NO,NO,3,0,"",Mon Jan 27 18:00:01 +0000 2020
1221855395007868930,en,NO,NO,0,2,"",Mon Jan 27 18:00:01 +0000 2020
1221855395549007872,en,NO,YES,0,8015,"",Mon Jan 27 18:00:01 +0000 2020
1221855395867586560,en,NO,YES,0,32,"",Mon Jan 27 18:00:02 +0000 2020
1221855395947274240,en,NO,YES,0,4,"",Mon Jan 27 18:00:02 +0000 2020
1221855396018696197,en,NO,YES,0,1921,"",Mon Jan 27 18:00:02 +0000 2020
